word, absfrequency, relfrequency
complices,2,0.00
computer,2,0.00
computers,2,0.00
comrade,2,0.00
concept,2,0.00
concern,2,0.00
concerning,2,0.00
contain,2,0.00
continental,2,0.00
contributions,2,0.00
conveniences,2,0.00
convenient,2,0.00
copied,2,0.00
cordwood,2,0.00
corn-shuck,2,0.00
cornered,2,0.00
costumes,2,0.00
cotton,2,0.00
coughing,2,0.00
counting,2,0.00
country-people,2,0.00
counts,2,0.00
county,2,0.00
courage,2,0.00
courts,2,0.00
cows,2,0.00
crabapples,2,0.00
crammed,2,0.00
crawl,2,0.00
crawls,2,0.00
creation,2,0.00
credit,2,0.00
cried;,2,0.00
crope,2,0.00
cross-hall,2,0.00
crossing,2,0.00
crying;,2,0.00
cup,2,0.00
cure,2,0.00
current;,2,0.00
curtain-calico,2,0.00
custom,2,0.00
cuz,2,0.00
cypress,2,0.00
damage,2,0.00
dance,2,0.00
danced,2,0.00
darker,2,0.00
darkness,2,0.00
date,2,0.00
david,2,0.00
daytime;,2,0.00
deceive,2,0.00
decent,2,0.00
declaration,2,0.00
declare,2,0.00
degraded,2,0.00
deliberate,2,0.00
depend,2,0.00
described,2,0.00
deserve,2,0.00
destroy,2,0.00
detective,2,0.00
diary,2,0.00
different;,2,0.00
difficult,2,0.00
difficulties,2,0.00
disappeared,2,0.00
discover,2,0.00
disguise,2,0.00
disgusted,2,0.00
dish,2,0.00
disposition,2,0.00
disremember,2,0.00
disturbance,2,0.00
disturbed,2,0.00
divided,2,0.00
doctor;,2,0.00
doctoring,2,0.00
dog-tired,2,0.00
dogs;,2,0.00
done;,2,0.00
doubled,2,0.00
dough,2,0.00
dove,2,0.00
down-stairs;,2,0.00
down-town,2,0.00
down;,2,0.00
dozing,2,0.00
drag,2,0.00
drift,2,0.00
drift-logs,2,0.00
drifted,2,0.00
drip,2,0.00
dripping,2,0.00
driver,2,0.00
driving,2,0.00
drown,2,0.00
drunk;,2,0.00
duck,2,0.00
ducked,2,0.00
duds,2,0.00
dumped,2,0.00
dungeon,2,0.00
dunlap,2,0.00
dusty,2,0.00
dying,2,0.00
eager,2,0.00
east,2,0.00
eat;,2,0.00
edition,2,0.00
effort,2,0.00
eggs,2,0.00
electronically,2,0.00
employees,2,0.00
emptied,2,0.00
engagements,2,0.00
engines,2,0.00
englishman,2,0.00
entitled,2,0.00
escape,2,0.00
escapes,2,0.00
examined,2,0.00
exempt,2,0.00
experience,2,0.00
explanatory,2,0.00
eyebrows,2,0.00
face;,2,0.00
faced,2,0.00
failed,2,0.00
faint,2,0.00
falling,2,0.00
false,2,0.00
family;,2,0.00
fans,2,0.00
fas,2,0.00
fashion;,2,0.00
fasten,2,0.00
fat,2,0.00
feather-bed,2,0.00
federal,2,0.00
feed,2,0.00
feelings,2,0.00
fence;,2,0.00
fetches,2,0.00
fever,2,0.00
feverish,2,0.00
fields,2,0.00
fields;,2,0.00
fifth,2,0.00
filed,2,0.00
files,2,0.00
filled,2,0.00
finger,2,0.00
fish-line,2,0.00
fit,2,0.00
five-center,2,0.00
fixing,2,0.00
flapdoodle,2,0.00
flatheads,2,0.00
flattery,2,0.00
flicker,2,0.00
fling,2,0.00
floats,2,0.00
flock,2,0.00
floor;,2,0.00
flower,2,0.00
flowers,2,0.00
fog;,2,0.00
fogive,2,0.00
for;,2,0.00
force,2,0.00
fork,2,0.00
forks,2,0.00
formats,2,0.00
fours,2,0.00
fraid,2,0.00
france,2,0.00
freckled,2,0.00
free--and,2,0.00
free--me,2,0.00
freedom;,2,0.00
freight,2,0.00
frenchman,2,0.00
freshen,2,0.00
fretted,2,0.00
fried,2,0.00
friendless,2,0.00
frock,2,0.00
frogs,2,0.00
frowning,2,0.00
ful,2,0.00
gained,2,0.00
gaping,2,0.00
gasps,2,0.00
gazed,2,0.00
generations,2,0.00
generl,2,0.00
genlman,2,0.00
genlmen,2,0.00
gentle:,2,0.00
gethered,2,0.00
ghost,2,0.00
ghosts,2,0.00
gills,2,0.00
girl;,2,0.00
girls;,2,0.00
gits,2,0.00
given,2,0.00
giving,2,0.00
glad;,2,0.00
glare,2,0.00
glass,2,0.00
go;,2,0.00
god,2,0.00
goody-goody,2,0.00
gourd;,2,0.00
gowns,2,0.00
grandmother,2,0.00
granny,2,0.00
grapes,2,0.00
gray-headed,2,0.00
gray;,2,0.00
grease,2,0.00
greased,2,0.00
great-grandfather,2,0.00
greek,2,0.00
grinding,2,0.00
gripped,2,0.00
groan,2,0.00
grow,2,0.00
grumbling,2,0.00
guessed,2,0.00
gwineter,2,0.00
ha,2,0.00
had;,2,0.00
half-a-man,2,0.00
handbills,2,0.00
handling,2,0.00
hands;,2,0.00
happens,2,0.00
harbor,2,0.00
harmless,2,0.00
harry,2,0.00
hart,2,0.00
havin,2,0.00
he--,2,0.00
he:,2,0.00
head;,2,0.00
heaving,2,0.00
hebrew,2,0.00
heirs,2,0.00
hell,2,0.00
helping,2,0.00
hero,2,0.00
hi,2,0.00
hickry-bark,2,0.00
hicksville,2,0.00
hid;,2,0.00
high-toned,2,0.00
higher,2,0.00
highland,2,0.00
hind,2,0.00
hips,2,0.00
hired,2,0.00
hogged,2,0.00
hoist,2,0.00
holiday,2,0.00
holler,2,0.00
hollering,2,0.00
holts,2,0.00
home;,2,0.00
hookerville,2,0.00
hornet,2,0.00
horrible,2,0.00
horseshoe,2,0.00
hoss,2,0.00
hotel,2,0.00
hours;,2,0.00
hovey,2,0.00
howdy,2,0.00
howdy-do,2,0.00
hub,2,0.00
huckleberry;,2,0.00
hum,2,0.00
human,2,0.00
hunched,2,0.00
hurrying,2,0.00
hurting,2,0.00
hustled,2,0.00
hustling,2,0.00
hymn-book,2,0.00
i--i,2,0.00
i:,2,0.00
ice,2,0.00
ii,2,0.00
ike,2,0.00
im,2,0.00
imitation,2,0.00
immediate,2,0.00
implied,2,0.00
important,2,0.00
indeed,2,0.00
infant,2,0.00
infernal,2,0.00
injuns,2,0.00
ink,2,0.00
innocent,2,0.00
inshore,2,0.00
insides,2,0.00
intellectual,2,0.00
intending,2,0.00
interfere,2,0.00
internet,2,0.00
interpreted,2,0.00
inves,2,0.00
invest,2,0.00
investigation,2,0.00
invited,2,0.00
iron-jawed,2,0.00
is--and,2,0.00
it--all,2,0.00
it--every,2,0.00
it--it,2,0.00
it--which,2,0.00
ix,2,0.00
jack-o,2,0.00
jackass,2,0.00
jammed,2,0.00
jaw,2,0.00
jawge,2,0.00
jaws,2,0.00
jericho,2,0.00
jes,2,0.00
joan,2,0.00
joanna,2,0.00
job;,2,0.00
join,2,0.00
jolt,2,0.00
kick,2,0.00
kills,2,0.00
kindness;,2,0.00
kiner,2,0.00
kingdom,2,0.00
kissing,2,0.00
kitchen;,2,0.00
kivered,2,0.00
knew,2,0.00
knitting,2,0.00
knives;,2,0.00
know--and,2,0.00
labboard,2,0.00
ladder;,2,0.00
landing,2,0.00
lately,2,0.00
laugh;,2,0.00
laughs,2,0.00
lawsy,2,0.00
layer,2,0.00
layin,2,0.00
lazying,2,0.00
leak,2,0.00
lean,2,0.00
lear,2,0.00
learned,2,0.00
leather,2,0.00
leaves;,2,0.00
legal,2,0.00
lend,2,0.00
leveler,2,0.00
liar,2,0.00
libraries,2,0.00
licked,2,0.00
lied,2,0.00
lieu,2,0.00
lighting,2,0.00
limbs,2,0.00
linen,2,0.00
lining,2,0.00
link,2,0.00
listens;,2,0.00
littered,2,0.00
lizabeth,2,0.00
loafed,2,0.00
loafer,2,0.00
locations,2,0.00
lonesomeness,2,0.00
longs,2,0.00
looy,2,0.00
lordy,2,0.00
lovely;,2,0.00
luck;,2,0.00
lucky;,2,0.00
lungs,2,0.00
lying,2,0.00
lynched,2,0.00
m_,2,0.00
magicians,2,0.00
makin,2,0.00
managed,2,0.00
manned,2,0.00
mashing,2,0.00
master,2,0.00
matches,2,0.00
matters,2,0.00
me--don,2,0.00
me--i,2,0.00
me:,2,0.00
meanest,2,0.00
measles,2,0.00
meddle,2,0.00
medicine,2,0.00
meek,2,0.00
mellow,2,0.00
mention,2,0.00
mess,2,0.00
message,2,0.00
mf,2,0.00
michael,2,0.00
midday,2,0.00
minded,2,0.00
minds,2,0.00
minutes;,2,0.00
miserableness,2,0.00
missionarying,2,0.00
mister,2,0.00
misto,2,0.00
moan,2,0.00
moat,2,0.00
mob;,2,0.00
modified,2,0.00
moment,2,0.00
money-bag,2,0.00
money;,2,0.00
mongst,2,0.00
moonlight,2,0.00
moore,2,0.00
mornings,2,0.00
mosey,2,0.00
moss,2,0.00
mournin,2,0.00
moved,2,0.00
moving,2,0.00
muddy,2,0.00
muffled,2,0.00
muggins,2,0.00
mullen,2,0.00
mullen-stalks,2,0.00
mush,2,0.00
n;,2,0.00
nails,2,0.00
naked,2,0.00
native,2,0.00
nearer,2,0.00
nemmine,2,0.00
never--,2,0.00
new-comers,2,0.00
newspapers,2,0.00
nice-looking,2,0.00
nightcap,2,0.00
nobody;,2,0.00
noon,2,0.00
noses,2,0.00
noticing,2,0.00
nough,2,0.00
nudged,2,0.00
oak,2,0.00
object,2,0.00
obtaining,2,0.00
ocean,2,0.00
offered,2,0.00
officers,2,0.00
old-fashioned,2,0.00
on--,2,0.00
once--you,2,0.00
one-laigged,2,0.00
ones;,2,0.00
opportunity,2,0.00
ordered,2,0.00
ordinary,2,0.00
orphans,2,0.00
oughtn,2,0.00
out--and,2,0.00
out-and-out,2,0.00
outfit,2,0.00
overflowed,2,0.00
owdacious,2,0.00
pack,2,0.00
paddle;,2,0.00
padlock,2,0.00
page,2,0.00
paint,2,0.00
parcel,2,0.00
paris,2,0.00
parker,2,0.00
passel,2,0.00
patch,2,0.00
patient,2,0.00
paw,2,0.00
pawed,2,0.00
pecking,2,0.00
peeled,2,0.00
pegged,2,0.00
peppered,2,0.00
per,2,0.00
performed,2,0.00
permitted,2,0.00
personal,2,0.00
peters,2,0.00
petersburg,2,0.00
pets,2,0.00
phrenology,2,0.00
physical,2,0.00
picking,2,0.00
picnic,2,0.00
pie;,2,0.00
pigs,2,0.00
pike,2,0.00
pikesville,2,0.00
piles,2,0.00
pilot,2,0.00
pin,2,0.00
pious,2,0.00
pitched,2,0.00
plant,2,0.00
platform,2,0.00
played-out,2,0.00
pleasant,2,0.00
pleasing,2,0.00
pleasure,2,0.00
plunder,2,0.00
pointing,2,0.00
porch,2,0.00
possessed,2,0.00
potato,2,0.00
pots,2,0.00
pound,2,0.00
pow,2,0.00
practice,2,0.00
practise,2,0.00
pranced,2,0.00
prayed,2,0.00
prays,2,0.00
preaching,2,0.00
prepare,2,0.00
preserve,2,0.00
pressing,2,0.00
pretended,2,0.00
prettiest,2,0.00
previous,2,0.00
principle,2,0.00
printing-office,2,0.00
proctors,2,0.00
profit,2,0.00
prominently,2,0.00
promoting,2,0.00
prompt,2,0.00
provisions,2,0.00
pulpit,2,0.00
pump,2,0.00
purpose,2,0.00
pushed,2,0.00
puzzled,2,0.00
quarrels,2,0.00
quicker,2,0.00
quicksilver,2,0.00
quiet;,2,0.00
race,2,0.00
raff,2,0.00
raftsman,2,0.00
raked,2,0.00
ram,2,0.00
rank,2,0.00
ransom,2,0.00
raspy,2,0.00
rat-hole,2,0.00
rate,2,0.00
rattle,2,0.00
rattlesnake-skin,2,0.00
rattlesnakes,2,0.00
re-use,2,0.00
readable,2,0.00
red-headed,2,0.00
red-hot,2,0.00
redistributing,2,0.00
redistribution,2,0.00
references,2,0.00
registered,2,0.00
reglar,2,0.00
remembered,2,0.00
removed,2,0.00
represent,2,0.00
request,2,0.00
require,2,0.00
research,2,0.00
resks,2,0.00
respectable,2,0.00
restrictions,2,0.00
reticule,2,0.00
returns,2,0.00
revival,2,0.00
rhyme,2,0.00
rid,2,0.00
ridiculous,2,0.00
rightly,2,0.00
ripe,2,0.00
ripper,2,0.00
river-bank,2,0.00
roads,2,0.00
robber,2,0.00
robbing,2,0.00
rocky,2,0.00
rolling,2,0.00
roots,2,0.00
roped,2,0.00
rosamun,2,0.00
roundabout,2,0.00
rousted,2,0.00
rows,2,0.00
royalties,2,0.00
rubbing,2,0.00
rubs,2,0.00
rucker,2,0.00
ruffled,2,0.00
ruined,2,0.00
rumbling,2,0.00
rummaged,2,0.00
runnin,2,0.00
ruputation,2,0.00
rustle,2,0.00
s--which,2,0.00
s-line,2,0.00
sad,2,0.00
saddle,2,0.00
sah;,2,0.00
sailed,2,0.00
sailor,2,0.00
salary,2,0.00
salt,2,0.00
same;,2,0.00
sass,2,0.00
sat,2,0.00
saul,2,0.00
saw-logs,2,0.00
sawmill,2,0.00
saws,2,0.00
saying:,2,0.00
scamp,2,0.00
scandalous,2,0.00
scary,2,0.00
scatter,2,0.00
scattering,2,0.00
scene,2,0.00
science,2,0.00
scott,2,0.00
scoundrel,2,0.00
scoured,2,0.00
scow,2,0.00
scrambled,2,0.00
scrap-book,2,0.00
scratching,2,0.00
searched,2,0.00
sech,2,0.00
sending,2,0.00
seneskal,2,0.00
sentence,2,0.00
separate,2,0.00
serve,2,0.00
served,2,0.00
sewed,2,0.00
sh-she,2,0.00
shackly,2,0.00
shakes,2,0.00
shakespeare,2,0.00
shaksperean,2,0.00
shingle,2,0.00
shingle-nail,2,0.00
shinning,2,0.00
shirts,2,0.00
shivers,2,0.00
shot-tower,2,0.00
shouted,2,0.00
showed;,2,0.00
shuck,2,0.00
shutter,2,0.00
sickly,2,0.00
sid;,2,0.00
sides;,2,0.00
sighs,2,0.00
signed,2,0.00
silky,2,0.00
silly,2,0.00
simmons,2,0.00
sivilize,2,0.00
skifts,2,0.00
skillet,2,0.00
slab,2,0.00
slabs,2,0.00
slammed,2,0.00
slides,2,0.00
slink,2,0.00
slopped,2,0.00
slow;,2,0.00
slunk,2,0.00
smash,2,0.00
smashing,2,0.00
smell,2,0.00
smilin,2,0.00
smoke;,2,0.00
smoked,2,0.00
smokehouse,2,0.00
smooth,2,0.00
smuggle,2,0.00
snack,2,0.00
snap,2,0.00
snatch,2,0.00
snatched,2,0.00
snatches,2,0.00
soap,2,0.00
sober;,2,0.00
sociable,2,0.00
soldier,2,0.00
soldiers,2,0.00
solicit,2,0.00
somewheres;,2,0.00
soon;,2,0.00
sorter,2,0.00
sounded,2,0.00
sour,2,0.00
soured,2,0.00
southern,2,0.00
sow,2,0.00
spaniards,2,0.00
spark,2,0.00
specially,2,0.00
specified,2,0.00
speckled,2,0.00
speculate,2,0.00
speeches,2,0.00
spider,2,0.00
spinning-stick,2,0.00
splinter,2,0.00
split,2,0.00
split-bottom,2,0.00
spoiled,2,0.00
sport,2,0.00
spot,2,0.00
spots,2,0.00
spread-eagle,2,0.00
squeaked,2,0.00
squeezed,2,0.00
stands,2,0.00
staple,2,0.00
starchy,2,0.00
starts,2,0.00
starved,2,0.00
statements,2,0.00
stays,2,0.00
stealthy,2,0.00
sticks,2,0.00
stiff,2,0.00
still;,2,0.00
stillness,2,0.00
sting,2,0.00
stooping,2,0.00
stops,2,0.00
store;,2,0.00
stores,2,0.00
stormed,2,0.00
storms,2,0.00
story,2,0.00
stove-pipe,2,0.00
strawberries,2,0.00
strawbries,2,0.00
stretchers,2,0.00
stroke,2,0.00
stuffed,2,0.00
sturb,2,0.00
sufferin,2,0.00
suited,2,0.00
summer-time,2,0.00
superintendent,2,0.00
supper;,2,0.00
suppose,2,0.00
sure;,2,0.00
suspicions,2,0.00
swap,2,0.00
swapped,2,0.00
sweated,2,0.00
sweaty,2,0.00
sweep,2,0.00
sweetened,2,0.00
sweetest,2,0.00
swell,2,0.00
swinging,2,0.00
swung,2,0.00
tackle,2,0.00
tail,2,0.00
tain,2,0.00
talk;,2,0.00
tallow,2,0.00
tan,2,0.00
tedious,2,0.00
temperance,2,0.00
ten-foot,2,0.00
tent,2,0.00
term,2,0.00
terrible,2,0.00
thanked,2,0.00
theatre,2,0.00
theatres,2,0.00
thee,2,0.00
there--,2,0.00
thicker,2,0.00
thicket,2,0.00
thieves,2,0.00
thighs,2,0.00
thimble,2,0.00
thing--that,2,0.00
thinkin,2,0.00
thoo,2,0.00
though;,2,0.00
thout,2,0.00
thrashed,2,0.00
thrashing,2,0.00
threading,2,0.00
threaten,2,0.00
three-quarters,2,0.00
thrilling,2,0.00
thus,2,0.00
tick;,2,0.00
ticket,2,0.00
tige,2,0.00
times--and,2,0.00
tip,2,0.00
tiptoed,2,0.00
tiptoeing,2,0.00
tiresome,2,0.00
to--,2,0.00
toes,2,0.00
together;,2,0.00
tom;,2,0.00
torchlight,2,0.00
tote,2,0.00
touches,2,0.00
toughest,2,0.00
tow-linen,2,0.00
towed,2,0.00
towheads,2,0.00
traded,2,0.00
trading-scow,2,0.00
tragedians,2,0.00
tramp--tramp--tramp;,2,0.00
tramped,2,0.00
tramping,2,0.00
travels,2,0.00
treatment,2,0.00
trembly,2,0.00
trick,2,0.00
tricks,2,0.00
tries,2,0.00
trusting,2,0.00
tumbled,2,0.00
tumbling,2,0.00
twenty-dollar,2,0.00
twinkling,2,0.00
two;,2,0.00
ugly,2,0.00
ungrateful,2,0.00
unknown,2,0.00
unlocked,2,0.00
up-bound,2,0.00
valley,2,0.00
vanilla,2,0.00
various,2,0.00
vi,2,0.00
vii,2,0.00
viii,2,0.00
visit,2,0.00
w,2,0.00
wade,2,0.00
waded,2,0.00
waking,2,0.00
walks,2,0.00
waltzed,2,0.00
warnings,2,0.00
warranty,2,0.00
wasting,2,0.00
watches,2,0.00
watermelons,2,0.00
way--and,2,0.00
ways;,2,0.00
weak,2,0.00
weakening;,2,0.00
weaving,2,0.00
weeds,2,0.00
wench,2,0.00
whacks,2,0.00
whatsoever,2,0.00
whereabouts,2,0.00
whichever,2,0.00
whip,2,0.00
whirled,2,0.00
whisky-jug,2,0.00
whispers,2,0.00
whizzed,2,0.00
whooped,2,0.00
whooping-cough,2,0.00
wickedness,2,0.00
widest,2,0.00
widout,2,0.00
wilkses,2,0.00
win,2,0.00
wind;,2,0.00
windows,2,0.00
winter,2,0.00
wiped,2,0.00
wit,2,0.00
wits,2,0.00
women;,2,0.00
wood-flat,2,0.00
wood-yard,2,0.00
woods;,2,0.00
woody,2,0.00
wool,2,0.00
word--just,2,0.00
world-renowned,2,0.00
worry;,2,0.00
worst;,2,0.00
would;,2,0.00
wrote:,2,0.00
wuth,2,0.00
x,2,0.00
xi,2,0.00
xii,2,0.00
xiii,2,0.00
xix,2,0.00
xl,2,0.00
xli,2,0.00
xlii,2,0.00
xv,2,0.00
xvii,2,0.00
xviii,2,0.00
xx,2,0.00
xxi,2,0.00
xxii,2,0.00
xxiii,2,0.00
xxiv,2,0.00
xxix,2,0.00
xxv,2,0.00
xxvi,2,0.00
xxvii,2,0.00
xxviii,2,0.00
xxx,2,0.00
xxxi,2,0.00
xxxii,2,0.00
xxxiii,2,0.00
xxxiv,2,0.00
xxxix,2,0.00
xxxv,2,0.00
xxxvi,2,0.00
xxxvii,2,0.00
xxxviii,2,0.00
yard;,2,0.00
yes--regular,2,0.00
yet--i,2,0.00
yirls,2,0.00
york,2,0.00
you--,2,0.00
you--i,2,0.00
#32325],1,0.00
$1,1,0.00
$200,1,0.00
$30,1,0.00
$5,1,0.00
--_ain,1,0.00
--_any_,1,0.00
--_forty_,1,0.00
--a-a-_men_,1,0.00
--ain,1,0.00
--baron,1,0.00
--boat,1,0.00
--but,1,0.00
--can,1,0.00
--come,1,0.00
--d,1,0.00
--de,1,0.00
--er,1,0.00
--give,1,0.00
--got,1,0.00
--hi,1,0.00
--houses,1,0.00
--is,1,0.00
--land,1,0.00
--lay,1,0.00
--leggo,1,0.00
--meaning,1,0.00
--mr,1,0.00
--now,1,0.00
--oh,1,0.00
--oldish,1,0.00
--or,1,0.00
--pass,1,0.00
--quick,1,0.00
--tell,1,0.00
--they,1,0.00
--to,1,0.00
--tossing,1,0.00
--up,1,0.00
--who,1,0.00
--why,1,0.00
--will,1,0.00
--wouldn,1,0.00
-glass;,1,0.00
-lantern,1,0.00
-lanterns,1,0.00
1500,1,0.00
1817],1,0.00
1884,1,0.00
1896,1,0.00
1899,1,0.00
1912,1,0.00
20%,1,0.00
2001,1,0.00
2010,1,0.00
25,1,0.00
30,1,0.00
300,1,0.00
4557,1,0.00
596-1887,1,0.00
60,1,0.00
64-6221541,1,0.00
801,1,0.00
809,1,0.00
84116,1,0.00
99712,1,0.00
:,1,0.00
:--rev,1,0.00
[ebook,1,0.00
[established,1,0.00
_--and,1,0.00
_--bum,1,0.00
_--en,1,0.00
_--how,1,0.00
_--it,1,0.00
_--so,1,0.00
_--why,1,0.00
_1,1,0.00
_a_,1,0.00
_admission,1,0.00
_adventure_,1,0.00
_ag,1,0.00
_again,1,0.00
_amounted_,1,0.00
_anybody,1,0.00
_anybody_,1,0.00
_anyway_,1,0.00
_are_,1,0.00
_as_,1,0.00
_ask_,1,0.00
_ast_,1,0.00
_at,1,0.00
_aunt,1,0.00
_away_,1,0.00
_azure_,1,0.00
_ba_,1,0.00
_baths_--that,1,0.00
_been_,1,0.00
_beg_,1,0.00
_begged_,1,0.00
_behind_,1,0.00
_believe_,1,0.00
_beneath_,1,0.00
_besides_,1,0.00
_bet_,1,0.00
_better_,1,0.00
_between_,1,0.00
_beware,1,0.00
_bilin,1,0.00
_border_--that,1,0.00
_but_,1,0.00
_buys_,1,0.00
_candles_,1,0.00
_care_,1,0.00
_case-knife,1,0.00
_cents_,1,0.00
_chaw_,1,0.00
_circumstances,1,0.00
_comes_,1,0.00
_course_,1,0.00
_cousins_,1,0.00
_dah_,1,0.00
_dark_,1,0.00
_dat,1,0.00
_de_,1,0.00
_deal_,1,0.00
_dear_,1,0.00
_dem_,1,0.00
_did,1,0.00
_did_;,1,0.00
_dig_,1,0.00
_dirt_,1,0.00
_dis_,1,0.00
_doctor,1,0.00
_doctor_;,1,0.00
_does_,1,0.00
_doing_,1,0.00
_down_,1,0.00
_duty_,1,0.00
_every_,1,0.00
_everything_--tell,1,0.00
_families_,1,0.00
_feel_,1,0.00
_fetched_,1,0.00
_finn_--that,1,0.00
_fix_,1,0.00
_flash_,1,0.00
_frenchman_,1,0.00
_get_,1,0.00
_git_,1,0.00
_give,1,0.00
_give_,1,0.00
_gnaw_,1,0.00
_gone_,1,0.00
_good_,1,0.00
_good_-by,1,0.00
_h-whack,1,0.00
_hain,1,0.00
_half,1,0.00
_half_,1,0.00
_handle_,1,0.00
_hannel_,1,0.00
_hanner,1,0.00
_harrow_,1,0.00
_he_--,1,0.00
_heard_,1,0.00
_heart,1,0.00
_here,1,0.00
_him_--and,1,0.00
_him_;,1,0.00
_himself_,1,0.00
_himself_;,1,0.00
_hole,1,0.00
_home,1,0.00
_hope_,1,0.00
_house_-thieves,1,0.00
_how,1,0.00
_huck,1,0.00
_hung_,1,0.00
_hurry,1,0.00
_in_,1,0.00
_injun_,1,0.00
_intended_,1,0.00
_is,1,0.00
_it,1,0.00
_itself_,1,0.00
_jeesum_,1,0.00
_jim,1,0.00
_jim_--old,1,0.00
_k,1,0.00
_ketching,1,0.00
_kind,1,0.00
_kind_,1,0.00
_know,1,0.00
_knowed_,1,0.00
_laid_,1,0.00
_lan,1,0.00
_last,1,0.00
_leave_,1,0.00
_leave_--and,1,0.00
_left_,1,0.00
_like,1,0.00
_listen_,1,0.00
_live,1,0.00
_live_,1,0.00
_lovely,1,0.00
_maggiore,1,0.00
_mayflower_,1,0.00
_me_--and,1,0.00
_me_--or,1,0.00
_me_--signs,1,0.00
_me_;,1,0.00
_mean_,1,0.00
_more_,1,0.00
_mornin_,1,0.00
_mumps,1,0.00
_mumps_,1,0.00
_murrey_,1,0.00
_needed,1,0.00
_never,1,0.00
_new,1,0.00
_nigger-stealer,1,0.00
_nigger_,1,0.00
_no,1,0.00
_noth,1,0.00
_now,1,0.00
_now_;,1,0.00
_obsequies_,1,0.00
_one,1,0.00
_or_,1,0.00
_orgo_,1,0.00
_other_,1,0.00
_ought_,1,0.00
_ourn_,1,0.00
_ourn_--your,1,0.00
_own,1,0.00
_part_,1,0.00
_particular_,1,0.00
_pay_,1,0.00
_phelps,1,0.00
_please_,1,0.00
_plenty_,1,0.00
_plug_,1,0.00
_pow,1,0.00
_pray_,1,0.00
_preacher_,1,0.00
_pretty_,1,0.00
_prisoner,1,0.00
_prisoner_,1,0.00
_prisoners_,1,0.00
_proofs_,1,0.00
_prove_,1,0.00
_put_,1,0.00
_raf,1,0.00
_read_,1,0.00
_real_,1,0.00
_rest_,1,0.00
_rights_--that,1,0.00
_rip_,1,0.00
_rob_--sech,1,0.00
_romeo,1,0.00
_royal,1,0.00
_run,1,0.00
_sable_,1,0.00
_safer_,1,0.00
_said_,1,0.00
_said_--that,1,0.00
_sawed_,1,0.00
_say,1,0.00
_second_--we,1,0.00
_seen_,1,0.00
_sees_,1,0.00
_sell_,1,0.00
_sense_,1,0.00
_set_,1,0.00
_she_,1,0.00
_sheet,1,0.00
_sheet_,1,0.00
_ship,1,0.00
_shore_,1,0.00
_shove,1,0.00
_sick,1,0.00
_sid_,1,0.00
_signs_,1,0.00
_single_,1,0.00
_smell_,1,0.00
_smelt_,1,0.00
_so_,1,0.00
_sold_,1,0.00
_somebody,1,0.00
_something_,1,0.00
_sorry_,1,0.00
_sot_,1,0.00
_south,1,0.00
_spare_,1,0.00
_sperits_,1,0.00
_spoon_,1,0.00
_stan,1,0.00
_started_,1,0.00
_style_,1,0.00
_such_,1,0.00
_sure_,1,0.00
_susan,1,0.00
_take_,1,0.00
_talk_,1,0.00
_talking,1,0.00
_tame_,1,0.00
_telling_,1,0.00
_ten_,1,0.00
_that_--you,1,0.00
_their_,1,0.00
_them;_,1,0.00
_then,1,0.00
_there_,1,0.00
_thinking_,1,0.00
_thirty-seven,1,0.00
_thought_,1,0.00
_till_,1,0.00
_toe_,1,0.00
_tole_,1,0.00
_tom_,1,0.00
_track_,1,0.00
_trash_;,1,0.00
_tried_,1,0.00
_try,1,0.00
_two_,1,0.00
_us_--can,1,0.00
_vert_,1,0.00
_very_,1,0.00
_vote_,1,0.00
_walter,1,0.00
_warn_,1,0.00
_was,1,0.00
_was_;,1,0.00
_wasting_,1,0.00
_way_,1,0.00
_wear_,1,0.00
_well,1,0.00
_went_,1,0.00
_whah_,1,0.00
_when_,1,0.00
_where,1,0.00
_which_,1,0.00
_who,1,0.00
_whose_,1,0.00
_will_--and,1,0.00
_without_,1,0.00
_words_,1,0.00
_work,1,0.00
_worst_,1,0.00
_would,1,0.00
_writing_,1,0.00
_yet_,1,0.00
_yit_,1,0.00
_your_,1,0.00
_yourself_,1,0.00
a--_you_,1,0.00
a-barking,1,0.00
a-beaming,1,0.00
a-bear,1,0.00
a-begging;,1,0.00
a-bilin,1,0.00
a-blazing,1,0.00
a-blowing,1,0.00
a-blubbering,1,0.00
a-bothering,1,0.00
a-bragging,1,0.00
a-branching,1,0.00
a-brewing,1,0.00
a-buyin,1,0.00
a-carryin,1,0.00
a-charging,1,0.00
a-chawed,1,0.00
a-chipping,1,0.00
a-cluttering,1,0.00
a-cryin,1,0.00
a-cussing,1,0.00
a-drinking,1,0.00
a-fighting,1,0.00
a-fishing,1,0.00
a-freezin,1,0.00
a-front,1,0.00
a-fumbling,1,0.00
a-gaining,1,0.00
a-gittin,1,0.00
a-giving,1,0.00
a-growin,1,0.00
a-growling,1,0.00
a-ha,1,0.00
a-helpin,1,0.00
a-horseback,1,0.00
a-horseback;,1,0.00
a-howling,1,0.00
a-hummin,1,0.00
a-jawing;,1,0.00
a-laughing,1,0.00
a-laying,1,0.00
a-leaning,1,0.00
a-linkin,1,0.00
a-listenin,1,0.00
a-listening,1,0.00
a-loafing,1,0.00
a-lookin,1,0.00
a-making,1,0.00
a-movin,1,0.00
a-nigh,1,0.00
a-patchin,1,0.00
a-pawing,1,0.00
a-plenty,1,0.00
a-plunging,1,0.00
